id,LOCATION,AGE,HEIGHT,WEIGHT,WINGSPAN,X0.10M,X0.30M,X0.40M,X30.40M,TRIPLE.BROAD.JUMP,SINGLE.BROAD.JUMP,ABSOLUTE.6SEC.PEAK.POWER,RELATIVE.6SEC.PEAK.POWER,UB.PUSH,UB.PULL,LB.PUSH,CONCEPT.TOTAL,ARM.LEG.BIKE,NA.,HEIGHT.1,WEIGHT.1,WINGSPAN.1,X0.10M.1,X0.30M.1,X0.40M.1,X30.40M.1,TRIPLE.BROAD.JUMP.1,SINGLE.BROAD.JUMP.1,ABSOLUTE.6SEC.PEAK.POWER.1,RELATIVE.6SEC.PEAK.POWER.1,UB.PUSH.1,UB.PULL.1,LB.PUSH.1,CONCEPT.TOTAL.1,ARM.LEG.BIKE.1,CUMULATIVE..PHYSICAL.TESTS.
68,ATLANTIC,17.6,184.5,73.6,193.2,1.79,4.15,5.24,1.09,8.7,2.8,1240,16.84782609,413,506,721,1640,71,#N/A,0.491471645,-0.321149079,0.681901117,-0.552719457,0.122250893,0.147886897,0.24013377,0.325041412,0.335631351,-0.111891556,0.216000462,0.212675397,0.020378521,-0.172858493,-0.02735416,-0.270651518,0.078184619
69,ATLANTIC,18,170.5,66.8,173.2,1.73,4.08,5.2,1.12,8.53,2.75,1312,19.64071856,321,375,623,1319,69,#N/A,-1.297641959,-0.880689766,-1.546562921,0.000737943,0.357008391,0.229143433,0.111068296,0.130446962,0.140224184,0.169832881,1.323804182,-0.769348253,-1.004187479,-0.685453213,-0.862184465,-0.672211635,0.029799695
70,AB,23,184,88.2,202,1.69,3.88,4.87,0.99,8.81,2.73,1360,15.41950113,405,553,1392,2350,72,#N/A,0.427574731,0.88021769,1.662425294,0.369709543,1.027797355,0.89950986,0.670352016,0.450955468,0.062061316,0.357649173,-0.350546123,0.127282036,0.387970903,3.336846175,1.819155239,-0.06987146,0.549840597
71,Quebec,21.8,196.4,101.1,201,1.8,4.37,5.64,1.27,8.08,2.72,1416,14.00593472,301,554,1001,1856,78,#N/A,2.012218209,1.941699288,1.551002092,-0.644962357,-0.605093189,-0.664678469,-0.534259072,-0.384655994,0.022979883,0.576768179,-0.91123872,-0.982831655,0.395792018,1.291697851,0.534400812,1.134808889,-0.058272696
72,AB,24.5,189.5,77.6,191,1.66,3.95,5.01,1.06,8.2,2.76,1360,17.5257732,468,563,858,1889,80,#N/A,1.13044079,0.007992502,0.436770073,0.646438243,0.796041142,0.615111982,0.369199244,-0.247295206,0.179305617,0.357649173,0.484908892,0.799754753,0.466182048,0.543728004,0.620224488,1.536369005,0.601863832
73,AB,23.2,177,90.9,188,1.7,3.95,5.04,1.09,8.33,2.87,1430,15.73157316,490,503,744,1737,71,#N/A,-0.466982071,1.102388257,0.102500467,0.277466643,0.800513283,0.55416958,0.24013377,-0.098487685,0.609201386,0.631547931,-0.226762429,1.034586495,-0.003084822,-0.05255565,0.224915434,-0.270651518,0.036636676
74,Quebec,23.2,178.9,84.8,190.4,1.67,3.9,4.92,1.02,10.07,3.2,1518,17.9009434,537,729,1002,2268,74,#N/A,-0.224173796,0.600447347,0.369916152,0.554195343,0.972240093,0.79793919,0.541286542,1.893243743,1.898888694,0.975877798,0.633720544,1.53627249,1.764487057,1.29692841,1.605896407,0.331688656,1.052497708
75,ATLANTIC,17,163,49.3,167,1.73,4.21,5.35,1.14,6.71,2.22,773,15.67951318,228,273,418,919,63,#N/A,-2.256095675,-2.320684181,-2.237386773,0.000737943,-0.058901457,-0.075568579,0.025024647,-1.952858325,-1.931091795,-1.939187556,-0.247412072,-1.762046073,-1.801941159,-1.75771768,-1.90247145,-1.876891983,-1.211040482
76,BC,17,171,67.3,176,1.59,4,5.14,1.14,7.76,2.34,994,14.76968796,327,391,511,1229,69,#N/A,-1.233745044,-0.839547068,-1.234577956,1.292138543,0.643019333,0.351028238,0.025024647,-0.750951429,-1.462114592,-1.074450048,-0.608295196,-0.705303232,-0.879049647,-1.271275751,-1.096249037,-0.672211635,-0.555335812
77,Quebec,16.7,172,61.4,178.2,1.86,4.47,5.71,1.24,8.01,2.55,820,13.35504886,281,353,647,1281,69,#N/A,-1.105951215,-1.3250309,-0.989446911,-1.198419757,-0.925004029,-0.806877409,-0.405193599,-0.46478312,-0.641404488,-1.755284104,-1.169413275,-1.196315057,-1.176251998,-0.559919812,-0.961011729,-0.672211635,-0.814859434
78,ATLANTIC,#N/A,177.9,69.2,176.1,1.79,4.4,5.64,1.24,7.77,2.6,1140,16.47398844,358,488,696,1542,69,#N/A,-0.351967625,-0.683204817,-1.223435635,-0.552719457,-0.696265083,-0.664678469,-0.405193599,-0.739504697,-0.44599732,-0.503175496,0.067717369,-0.374403959,-0.12040154,-0.303622452,-0.282224471,-0.672211635,-0.458180381
79,BC,16,177.5,85.8,191,1.58,4.05,5.15,1.1,8.2,2.68,1483,17.28438228,147,390,312,849,73,#N/A,-0.403085157,0.682732742,0.436770073,1.384381443,0.470115814,0.330714104,0.197111945,-0.247295206,-0.133345851,0.838928419,0.389160934,-2.626653851,-0.886870761,-2.312156867,-2.084521673,0.130908598,-0.296206648
80,BC,18,180,76.7,183,1.67,4.05,5.16,1.11,9.29,2.94,1258,16.40156454,432,569,796,1797,73,#N/A,-0.083600584,-0.066064354,-0.454615542,0.554195343,0.472865029,0.31039997,0.154090121,1.00039862,0.882771421,-0.041460446,0.038990352,0.415484629,0.513108735,0.219433385,0.380958482,0.130908598,0.372331204
81,ATLANTIC,19.1,178.1,79.6,185.6,1.78,4.2,5.38,1.18,7.85,2.52,1246,15.65326633,403,616,771,1790,76,#N/A,-0.326408859,0.172563292,-0.164915217,-0.460476557,-0.025965819,-0.136510982,-0.147062651,-0.647930838,-0.758648788,-0.088414519,-0.257822913,0.105933696,0.880701117,0.088669426,0.36275346,0.733248772,0.0107475
82,ATLANTIC,#N/A,178.3,74.7,184.5,1.7,4.02,5.12,1.1,9.25,2.99,1369,18.32663989,428,590,594,1612,68,#N/A,-0.300850094,-0.230635144,-0.287480739,0.277466643,0.575815426,0.391656506,0.197111945,0.954611691,1.078178589,0.392864727,0.802573504,0.372787949,0.67735214,-0.837139406,-0.100174249,-0.872991693,0.235135152
83,Quebec,22.7,169.6,69.5,170.9,1.65,4,5.1,1.1,8.73,2.75,1030,14.82014388,364,471,775,1610,70,#N/A,-1.412656405,-0.658519199,-1.802836285,0.738681143,0.646124553,0.432284775,0.197111945,0.359381609,0.140224184,-0.93358783,-0.588281802,-0.310358938,-0.253360486,0.109591659,-0.105375684,-0.471431577,-0.074684536
84,BC,17,195.5,96.9,202,1.59,4.03,5.17,1.14,8.5,2.73,1380,14.24148607,556,679,974,2209,76,#N/A,1.897203763,1.596100628,1.662425294,1.292138543,0.549671081,0.290085836,0.025024647,0.096106765,0.062061316,0.435905961,-0.81780703,1.739081722,1.373431331,1.150472775,1.452454077,0.733248772,0.350817684
85,BC,15,180.5,63.5,191,1.58,4,5.17,1.17,7.82,2.64,966,15.21259843,266,324,526,1116,69,#N/A,-0.01970367,-1.15223157,0.436770073,1.384381443,0.653304834,0.290085836,-0.104040827,-0.682271035,-0.289671586,-1.184009551,-0.432614299,-1.356427608,-1.403064319,-1.192817375,-1.39013011,-0.672211635,-0.577428249
86,Quebec,17.5,178,67.1,193.9,1.62,4,5.09,1.09,8.59,2.86,1257,18.73323398,342,506,745,1593,60,#N/A,-0.339188242,-0.856004147,0.759897359,1.015409843,0.657264257,0.452598909,0.24013377,0.199127356,0.570119953,-0.045373286,0.963849473,-0.54519068,0.020378521,-0.047325092,-0.149587881,-2.479232158,-0.20264886
87,Quebec,18.3,173.9,74.2,186.5,1.85,4.35,5.55,1.2,8.32,2.77,1226,16.52291105,303,440,773,1516,75,#N/A,-0.863142941,-0.271777842,-0.064634335,-1.106176857,-0.509156984,-0.481851262,-0.2331063,-0.109934417,0.218387051,-0.166671307,0.087122574,-0.961483315,-0.495815036,0.099130543,-0.349843125,0.532468714,-0.064407503
88,ATLANTIC,16.8,179.4,70.3,185.9,1.84,4.34,5.52,1.18,7.78,2.5,1065,15.14935989,386,449,629,1464,76,#N/A,-0.160276882,-0.592690883,-0.131488257,-1.013933957,-0.478839819,-0.42090886,-0.147062651,-0.728057964,-0.836811655,-0.796638451,-0.457697931,-0.075527196,-0.425425005,-0.654069863,-0.485080433,0.733248772,-0.271699283
89,AB,21.7,191.5,79,181,1.66,4.02,5.13,1.11,9.14,2.99,1370,17.34177215,444,576,918,1938,79,#N/A,1.386028448,0.123192055,-0.677461946,0.646438243,0.588310848,0.371342372,0.154090121,0.828697635,1.078178589,0.396777567,0.411924685,0.543574671,0.567856537,0.857561507,0.747659644,1.335588947,0.739042657
90,AB,18.6,165,76.2,172,1.88,4.26,5.39,1.13,8.64,2.69,1180,15.4855643,442,584,753,1779,68,#N/A,-2.000508018,-0.107207051,-1.680270763,-1.382905557,-0.210614899,-0.156825116,0.068046472,0.256361018,-0.094264418,-0.34666192,-0.324342098,0.52222633,0.630425453,-0.005480625,0.334145568,-0.872991693,-0.152730464
91,Quebec,18.7,178.8,85.7,185.4,1.74,4.1,5.27,1.17,8.5,2.62,1366,15.93932322,453,552,820,1825,68,#N/A,-0.236953179,0.674504202,-0.187199858,-0.091504957,0.323121992,0.086944494,-0.104040827,0.096106765,-0.367834453,0.381126209,-0.144358149,0.639642201,0.380149789,0.344966786,0.453778571,-0.872991693,-0.076104002
92,ATLANTIC,19.8,174.5,66.5,175.5,1.59,3.83,4.86,1.03,10.07,3.16,1412,21.23308271,341,525,803,1669,69,#N/A,-0.786466643,-0.905375384,-1.290289556,1.292138543,1.228056538,0.919823994,0.498264717,1.893243743,1.74256296,0.561116821,1.955417084,-0.55586485,0.168979697,0.256047294,0.048066647,-0.672211635,0.828867967
93,Quebec,24,172,78.9,182.8,1.68,3.89,4.93,1.04,10,3.05,1536,19.46768061,508,762,1037,2307,66,#N/A,-1.105951215,0.114963515,-0.476900183,0.461952443,1.035184085,0.777625055,0.455242893,1.813116617,1.312667191,1.046308907,1.255168497,1.226721557,2.022583835,1.479997953,1.707324388,-1.274551809,0.85573655
94,ATLANTIC,17,173.1,71.9,179.1,1.83,4.24,5.45,1.21,7.04,2.26,1134,15.77190542,403,588,588,1579,70,#N/A,-0.965378004,-0.461034251,-0.88916603,-0.921691057,-0.128651335,-0.278709921,-0.276128125,-1.575116158,-1.774766061,-0.526652532,-0.210764593,0.105933696,0.661709911,-0.868522756,-0.185997925,-0.471431577,-0.544404035
95,AB,24.6,177,73.7,179.5,1.78,4.29,5.48,1.19,7.67,2.43,1080,14.65400271,357,533,696,1586,79,#N/A,-0.466982071,-0.312920539,-0.844596749,-0.460476557,-0.296680159,-0.339652323,-0.190084476,-0.85397202,-1.11038169,-0.73794586,-0.654181872,-0.385078129,0.231548613,-0.303622452,-0.167792903,1.335588947,-0.136002034
96,ATLANTIC,18.3,178.7,78.9,185.7,1.69,4.07,5.17,1.1,8.93,2.89,1477,18.71989861,430,579,1042,2051,73,#N/A,-0.249732562,0.114963515,-0.153772897,0.369709543,0.437103973,0.290085836,0.197111945,0.588316256,0.687364254,0.815451383,0.958559984,0.394136289,0.591319881,1.506150745,1.041540717,0.130908598,0.601882278
97,Quebec,19.3,187.3,66.7,191.3,1.7,3.98,5.08,1.1,10.1,3.05,1465,21.96401799,309,418,879,1606,77,#N/A,0.849294366,-0.888918305,0.470197034,0.277466643,0.740909754,0.472913043,0.197111945,1.92758394,1.312667191,0.76849731,2.245343329,-0.897438294,-0.667879555,0.65356973,-0.115778554,0.93402883,1.092818118
98,Quebec,17.7,173.7,58.9,174.9,1.55,3.81,4.84,1.03,9.23,2.84,859,14.58404075,350,455,644,1449,60,#N/A,-0.888701706,-1.530744387,-1.357143478,1.661110143,1.314246363,0.960452263,0.498264717,0.931718226,0.491957086,-1.602683367,-0.681932359,-0.459797319,-0.378498318,-0.575611487,-0.524091195,-2.479232158,-0.358617045
99,AB,17.9,171,64.6,170,1.73,4.19,5.35,1.16,7.6,2.42,811,12.55417957,264,357,549,1170,70,#N/A,-1.233745044,-1.061717635,-1.903117167,0.000737943,0.05214129,-0.075568579,-0.061019002,-0.934099146,-1.149463124,-1.790499659,-1.487078918,-1.377775949,-1.14496754,-1.072514533,-1.249691367,-0.471431577,-0.843573917
100,ATLANTIC,19.4,179.3,83.1,183.1,1.66,3.99,5.09,1.1,8.67,2.84,1682,20.24067389,519,710,1029,2258,72,#N/A,-0.173056265,0.460562175,-0.443473222,0.646438243,0.721303139,0.452598909,0.197111945,0.290701215,0.491957086,1.61758346,1.561777088,1.344137429,1.615885881,1.438153486,1.579889232,-0.06987146,0.763018997
101,BC,16,180.5,69.3,181,1.71,4.18,5.24,1.06,8.79,2.7,1232,17.77777778,428,488,712,1628,73,#N/A,-0.01970367,-0.674976278,-0.677461946,0.185223743,0.090736111,0.147886897,0.369199244,0.428062003,-0.055182984,-0.143194271,0.584866772,0.372787949,-0.12040154,-0.219933518,-0.058562769,0.130908598,0.2466323
102,Quebec,19.4,175,73.6,180.1,1.7,4.11,5.23,1.12,8.71,2.75,1321,17.94836957,399,483,762,1644,72,#N/A,-0.722569729,-0.321149079,-0.777742828,0.277466643,0.325430868,0.168201031,0.111068296,0.336488144,0.140224184,0.205048436,0.652532183,0.063237016,-0.159507112,0.0415944,-0.01695129,-0.06987146,0.214079722
103,AB,25.8,181.5,85.1,181.5,1.74,4.11,5.22,1.11,8.45,2.66,1390,16.33372503,429,590,877,1896,79,#N/A,0.108090159,0.625132965,-0.621750345,-0.091504957,0.327629725,0.188515165,0.154090121,0.038873103,-0.211508718,0.475034355,0.01208174,0.383462119,0.67735214,0.643108613,0.638429511,1.335588947,0.442697693
104,AB,25.4,196,89.8,195.5,1.64,4.02,5.11,1.09,9.19,2.96,1620,18.04008909,588,756,1041,2385,86,#N/A,1.961100677,1.011874322,0.938174482,0.830924043,0.630825943,0.411970641,0.24013377,0.885931297,0.960934288,1.374987417,0.688912827,2.080655166,1.975657148,1.500920186,1.91018035,2.741049354,1.327608894
105,ATLANTIC,20.4,182.2,84.7,188.5,1.82,4.34,5.52,1.18,8.17,2.67,1451,17.13105077,473,690,770,1933,71,#N/A,0.197545839,0.592218807,0.158212068,-0.829448157,-0.434959799,-0.42090886,-0.147062651,-0.281635403,-0.172427285,0.713717558,0.328341828,0.853125604,1.459463591,0.083438867,0.734656057,-0.270651518,0.017960421
106,BC,18,184.5,74.9,192.5,1.63,4.04,5.26,1.22,7.73,2.52,1284,17.14285714,394,436,686,1516,69,#N/A,0.491471645,-0.214178065,0.603904876,0.923166943,0.565265292,0.107258628,-0.31914995,-0.785291626,-0.758648788,0.060273378,0.333024839,0.009866165,-0.527099494,-0.355928036,-0.349843125,-0.672211635,-0.273412584
107,BC,18,183.5,83.7,189,1.59,4.09,5.27,1.18,8.4,2.82,1238,14.79091995,464,517,725,1706,72,#N/A,0.363677817,0.509933412,0.213923669,1.292138543,0.401986609,0.086944494,-0.147062651,-0.018360559,0.413794219,-0.119717234,-0.599873506,0.757058073,0.106410781,-0.151936259,0.144293193,-0.06987146,-0.091373568
108,Quebec,17.1,171.6,58.2,173.6,1.69,4.03,5.15,1.12,9,2.91,1013,17.40549828,266,360,608,1234,60,#N/A,-1.157068747,-1.588344164,-1.50199364,0.369709543,0.605442667,0.330714104,0.111068296,0.668443382,0.765527121,-1.0001061,0.437201721,-1.356427608,-1.121504197,-0.763911589,-1.08324545,-2.479232158,-0.42522368
109,BC,14,184.5,65.6,184.5,1.62,4.09,5.27,1.18,7.7,2.56,862,13.1402439,332,344,620,1296,72,#N/A,0.491471645,-0.97943224,-0.287480739,1.015409843,0.409061385,0.086944494,-0.147062651,-0.819631823,-0.602323054,-1.590944849,-1.254615886,-0.651932381,-1.246642029,-0.701144888,-0.922000967,-0.06987146,-0.595835128
110,Quebec,24.6,177.5,82.5,199,1.82,4.43,5.65,1.22,7.26,2.55,1059,12.83636364,467,495,766,1728,70,#N/A,-0.403085157,0.411190938,1.328155688,-0.829448157,-0.725025592,-0.684992604,-0.31914995,-1.323288046,-0.641404488,-0.820115487,-1.375150312,0.789080583,-0.065653738,0.062516634,0.201508977,-0.471431577,-0.730670712
111,BC,18,181,76.8,185,1.72,4.18,5.29,1.11,7.83,2.51,1138,14.81770833,332,383,721,1436,72,#N/A,0.044193244,-0.057835814,-0.231769138,0.092980843,0.105816332,0.046316226,0.154090121,-0.670824302,-0.797730222,-0.511001174,-0.589247867,-0.651932381,-0.941618563,-0.172858493,-0.557900522,-0.06987146,-0.368305585
112,AB,22.3,169.5,74.5,179.5,1.86,4.27,5.44,1.17,9.05,2.87,1160,15.5704698,356,438,861,1655,74,#N/A,-1.425435788,-0.247092223,-0.844596749,-1.198419757,-0.194389844,-0.258395786,-0.104040827,0.725677044,0.609201386,-0.424918708,-0.290664245,-0.395752299,-0.511457265,0.559419679,0.011656602,0.331688656,0.103992454
113,Quebec,17.7,190.2,74.9,191,1.88,4.39,5.54,1.15,8.27,2.63,1088,14.52603471,344,422,761,1527,76,#N/A,1.21989647,-0.214178065,0.436770073,-1.382905557,-0.597088392,-0.461537128,-0.017997178,-0.167168079,-0.328753019,-0.706643144,-0.704940513,-0.52384234,-0.636595097,0.036363842,-0.321235233,0.733248772,-0.184326436
114,AB,18.3,193,72.8,184.5,1.73,4.24,5.46,1.22,8.81,2.83,1370,18.81868132,353,511,913,1777,82,#N/A,1.577719191,-0.386977395,-0.287480739,0.000737943,-0.099834294,-0.299024055,-0.31914995,0.450955468,0.452875652,0.396777567,0.99774225,-0.427774809,0.059484094,0.831408715,0.328944133,1.937929121,0.683309383
115,BC,16,185,79.77,181,1.61,4.09,5.31,1.22,7.97,2.65,1141,14.30362292,339,427,666,1432,72,#N/A,0.55536856,0.186551809,-0.677461946,1.107652743,0.401044037,0.005687958,-0.31914995,-0.51057005,-0.250590152,-0.499262656,-0.793160385,-0.577213191,-0.597489525,-0.460539203,-0.568303392,-0.06987146,-0.387243466
116,AB,16.7,184,65.5,186.5,1.72,4.15,5.32,1.17,8.95,2.9,1010,15.41984733,302,439,682,1423,77,#N/A,0.427574731,-0.98766078,-0.064634335,0.092980843,0.203369771,-0.014626177,-0.104040827,0.61120972,0.726445687,-1.011844618,-0.350408805,-0.972157485,-0.503636151,-0.376850269,-0.591709849,0.93402883,0.117698744
117,ATLANTIC,20,175.2,69.9,184.2,1.85,4.47,5.72,1.25,6.62,2.14,1090,15.59370529,434,585,674,1693,68,#N/A,-0.697010963,-0.625605041,-0.3209077,-1.106176857,-0.865219012,-0.827191543,-0.448215423,-2.055878916,-2.243743264,-0.698817466,-0.281447861,0.436832969,0.638246568,-0.418694736,0.110483866,-0.872991693,-0.78540523
118,AB,15.9,181,65.4,184.5,1.9,4.62,5.9,1.28,6.85,2.23,712,10.88685015,244,293,425,962,74,#N/A,0.044193244,-0.995889319,-0.287480739,-1.567391357,-1.373336825,-1.192845957,-0.577280897,-1.792604072,-1.892010362,-2.177870759,-2.148426872,-1.591259351,-1.645518869,-1.721103771,-1.7906406,0.331688656,-1.318565769
119,Quebec,15.9,175,56.5,184,1.77,4.27,5.46,1.19,7.66,2.6,841,14.88495575,276,336,507,1119,60,#N/A,-0.722569729,-1.728229336,-0.34319234,-0.368233657,-0.213311943,-0.299024055,-0.190084476,-0.865418752,-0.44599732,-1.673114476,-0.562574108,-1.249685907,-1.309210945,-1.292197985,-1.382327958,-2.479232158,-1.117715406
120,Quebec,21,185.9,82.5,193.5,1.67,3.89,4.95,1.06,9.1,2.85,1252,15.17575758,417,580,915,1912,76,#N/A,0.670383006,0.411190938,0.715328078,0.554195343,1.055811153,0.736996787,0.369199244,0.782910706,0.531038519,-0.064937483,-0.44722726,0.255372078,0.599140995,0.841869831,0.68004099,0.733248772,0.497193999
121,AB,24.5,174.5,59.3,181,1.74,4.31,5.57,1.26,7.76,2.52,932,15.71669477,302,416,627,1345,76,#N/A,-0.786466643,-1.497830229,-0.677461946,-0.091504957,-0.340581962,-0.52247953,-0.491237248,-0.750951429,-0.758648788,-1.317046091,-0.232663956,-0.972157485,-0.683521784,-0.66453098,-0.794565811,0.733248772,-0.313482391
122,BC,16,167,62.8,165,1.63,4.2,5.35,1.15,7.1,2.3,861,13.71019108,234,262,399,895,71,#N/A,-1.74492036,-1.209831346,-2.460233177,0.923166943,0.024626966,-0.075568579,-0.017997178,-1.506435764,-1.618440327,-1.594857688,-1.028545742,-1.698001052,-1.887973418,-1.857098289,-1.96488867,-0.270651518,-0.969218054
123,ATLANTIC,18.6,188.6,75.8,194,1.75,4.12,5.22,1.1,7.58,2.35,1240,16.35883905,413,514,798,1725,74,#N/A,1.015426344,-0.14012121,0.771039679,-0.183747857,0.292345981,0.188515165,0.197111945,-0.956992611,-1.423033159,-0.111891556,0.022043243,0.212675397,0.082947438,0.229894502,0.193706825,0.331688656,-0.044207745
124,AB,18.1,195,89.6,189,1.94,4.33,5.45,1.12,8.25,2.7,1360,15.17857143,464,591,908,1963,84,#N/A,1.833306849,0.995417243,0.213923669,-1.936362957,-0.407609452,-0.278709921,0.111068296,-0.190061544,-0.055182984,0.357649173,-0.446111143,0.757058073,0.685173255,0.805255923,0.812677581,2.339489237,0.447456842
125,BC,16,189.5,87.6,189,1.8,4.24,5.37,1.13,7.26,2.24,1270,14.49771689,457,485,731,1673,76,#N/A,1.13044079,0.830846453,0.213923669,-0.644962357,-0.109877003,-0.116196847,0.068046472,-1.323288046,-1.852928928,0.005493627,-0.716172805,0.682338882,-0.143864883,-0.120552909,0.058469517,0.733248772,-0.272787882
126,ATLANTIC,16.6,184.9,78.7,186.9,1.67,3.96,5.06,1.1,9.39,2.89,1375,17.47141042,397,447,742,1586,71,#N/A,0.542589177,0.098506436,-0.020065055,0.554195343,0.82558714,0.513541311,0.197111945,1.114865944,0.687364254,0.416341764,0.46334584,0.041888676,-0.441067235,-0.063016767,-0.167792903,-0.270651518,0.330661735
127,AB,16.6,181,75.9,183,1.88,4.46,5.68,1.22,7.12,2.36,952,12.5428195,265,420,468,1153,72,#N/A,0.044193244,-0.13189267,-0.454615542,-1.382905557,-0.839796256,-0.745935006,-0.31914995,-1.483542299,-1.383951725,-1.238789303,-1.4915849,-1.367101779,-0.652237326,-1.496189761,-1.293903564,-0.06987146,-1.016967446
128,ATLANTIC,24.8,180,81.4,184.9,1.72,3.99,5.08,1.09,6.73,2.99,1538,18.89434889,518,707,1010,2235,76,#N/A,-0.083600584,0.320677003,-0.242911459,0.092980843,0.725095008,0.472913043,0.24013377,-1.929964861,1.078178589,1.054134586,1.027755873,1.333463258,1.592422538,1.338772877,1.520072731,0.733248772,0.364805112
129,ATLANTIC,18.7,177.4,83.1,187.1,1.68,4.04,5.17,1.13,8.42,2.89,1591,19.1456077,435,599,922,1956,71,#N/A,-0.41586454,0.460562175,0.002219586,0.461952443,0.563834274,0.290085836,0.068046472,0.004532906,0.687364254,1.261515074,1.127417941,0.44750714,0.747742171,0.87848374,0.794472558,-0.270651518,0.389171545
130,ATLANTIC,22.8,174.6,94.2,176.6,1.87,7.06,11.45,4.39,9.24,2.64,1498,15.90233546,541,751,715,2007,65,#N/A,-0.77368726,1.373930061,-1.167724034,#N/A,#N/A,#N/A,#N/A,0.943164958,-0.289671586,0.89762101,-0.159029384,1.578969171,1.936551576,-0.204241843,0.927109149,-1.475331867,0.058978214
131,Quebec,24.4,187.2,105,196.3,1.85,4.29,5.45,1.16,9.23,2.98,1848,17.6,625,966,1318,2909,76,#N/A,0.836514983,2.262612329,1.027313043,-1.106176857,-0.346948581,-0.278709921,-0.061019002,0.931718226,1.039097156,2.2671148,0.514351031,2.47559946,3.618091195,2.949784855,3.2729563,0.733248772,1.034712882
132,AB,16.59178082,189,75.4,190.5,1.9,4.58,5.87,1.29,7.48,2.5,912,12.09549072,300,358,545,1203,76,#N/A,1.066543875,-0.173035368,0.381058472,-1.567391357,-1.319648103,-1.131903555,-0.620302722,-1.071459935,-0.836811655,-1.395302879,-1.66901833,-0.993505825,-1.137146426,-1.093436766,-1.163867691,0.733248772,-0.860600148
133,Quebec,15.1,181.2,81.9,196,1.65,3.99,5.09,1.1,7.83,2.74,967,11.80708181,354,460,585,1399,68,#N/A,0.06975201,0.361819701,0.993886083,0.738681143,0.64217724,0.452598909,0.197111945,-0.670824302,0.10114275,-1.180096712,-1.783416025,-0.417100639,-0.339392746,-0.884214431,-0.654127068,-0.872991693,-0.705752036
134,AB,17.3,169,68.4,187.5,1.68,3.95,5.01,1.06,8.01,2.63,1060,15.49707602,363,497,653,1513,74,#N/A,-1.489332702,-0.749033134,0.046788866,0.461952443,0.781429243,0.615111982,0.369199244,-0.46478312,-0.328753019,-0.816202648,-0.319775962,-0.321033108,-0.050011509,-0.528536462,-0.357645278,0.331688656,-0.039080744
135,AB,24.8,180,72.8,183,1.8,4.34,5.59,1.25,7.8,2.52,1040,14.28571429,357,431,649,1437,78,#N/A,-0.083600584,-0.386977395,-0.454615542,-0.644962357,-0.516026557,-0.563107799,-0.448215423,-0.7051645,-0.758648788,-0.894459436,-0.800263862,-0.385078129,-0.566205067,-0.549458696,-0.555299805,1.134808889,-0.297805415
136,Quebec,16.5,177.5,73.3,185.5,1.71,4.1,5.18,1.08,9.32,3.01,1221,16.65757162,439,532,679,1650,70,#N/A,-0.403085157,-0.345834697,-0.176057537,0.185223743,0.282066107,0.269771702,0.283155594,1.034738817,1.156341456,-0.186235504,0.140535831,0.49020382,0.223727499,-0.392541944,-0.001346985,-0.471431577,0.194453558
137,Quebec,17.2,168.3,57.7,173.2,1.94,4.66,5.94,1.28,7.58,2.38,838,14.52339688,218,302,605,1125,68,#N/A,-1.578788382,-1.629486862,-1.546562921,-1.936362957,-1.588145948,-1.274102494,-0.577280897,-0.956992611,-1.305788858,-1.684852995,-0.705986812,-1.868787774,-1.575128838,-0.779603264,-1.366723653,-0.872991693,-1.035359453
138,Quebec,21.9,177.5,76.6,183.6,1.77,4.11,5.2,1.09,8.69,2.78,1229,16.04438642,409,623,864,1896,68,#N/A,-0.403085157,-0.074292893,-0.387761621,-0.368233657,0.237045155,0.229143433,0.24013377,0.313594679,0.257468484,-0.154932789,-0.10268472,0.169978717,0.935448919,0.575111354,0.638429511,-0.872991693,0.041098242
139,AB,18.2,175,72.7,178.5,1.73,4.15,5.26,1.11,8.73,2.78,1040,14.30536451,360,486,596,1442,74,#N/A,-0.722569729,-0.395205934,-0.956019951,0.000737943,0.105398321,0.107258628,0.154090121,0.359381609,0.257468484,-0.894459436,-0.792469579,-0.353055618,-0.136043769,-0.826678289,-0.542296217,0.331688656,-0.107287381
140,AB,23,186,130.6,194.5,1.91,4.52,5.76,1.24,7.85,2.55,1780,13.62940276,579,782,943,2304,77,#N/A,0.683162389,4.369118444,0.82675128,-1.659634257,-1.130962748,-0.908448079,-0.405193599,-0.647930838,-0.641404488,2.001041721,-1.060590516,1.984587635,2.179006126,0.988325466,1.699522235,0.93402883,0.003316327
141,ATLANTIC,18,177.2,78.5,183.4,1.76,4.24,5.39,1.15,7.69,2.58,1256,16,481,614,809,1904,74,#N/A,-0.441423305,0.082049357,-0.410046261,-0.275990757,-0.204901068,-0.156825116,-0.017997178,-0.831078555,-0.524160187,-0.049286125,-0.120290641,0.938518964,0.865058888,0.287430644,0.65923525,0.331688656,-0.023454081
142,AB,22.6,181,74.9,183.5,1.72,3.99,5.06,1.07,9.08,2.83,1240,16.55540721,349,484,606,1439,72,#N/A,0.044193244,-0.214178065,-0.398903941,0.092980843,0.629239784,0.513541311,0.326177419,0.760017241,0.452875652,-0.111891556,0.100012209,-0.47047149,-0.151685998,-0.774372706,-0.55009837,-0.06987146,0.150720186
