id,LOCATION,AGE,HEIGHT,WEIGHT,WINGSPAN,X0.10M,X0.30M,X0.40M,X30.40M,TRIPLE.BROAD.JUMP,SINGLE.BROAD.JUMP,ABSOLUTE.6SEC.PEAK.POWER,RELATIVE.6SEC.PEAK.POWER,UB.PUSH,UB.PULL,LB.PUSH,CONCEPT.TOTAL,ARM.LEG.BIKE,NA.,HEIGHT.1,WEIGHT.1,WINGSPAN.1,X0.10M.1,X0.30M.1,X0.40M.1,X30.40M.1,TRIPLE.BROAD.JUMP.1,SINGLE.BROAD.JUMP.1,ABSOLUTE.6SEC.PEAK.POWER.1,RELATIVE.6SEC.PEAK.POWER.1,UB.PUSH.1,UB.PULL.1,LB.PUSH.1,CONCEPT.TOTAL.1,ARM.LEG.BIKE.1,CUMULATIVE..PHYSICAL.TESTS.
218,Toronto,22.18082192,163,61.7,171.8,1.57,3.74,4.78,1.04,9.59,3.03,1197,19.40032415,322,417,584,1323,65,#N/A,-2.256095675,-1.300345281,-1.702555404,1.476624343,1.436972013,1.082337068,0.455242893,1.343800591,1.234504323,-0.28014365,1.228451487,-0.758674082,-0.67570067,-0.88944499,-0.851781595,-1.475331867,0.265495136
219,Toronto,22.68219178,187.5,71.55,188.2,1.66,5.17,5.98,0.81,9.89,3.13,1447,20.22361985,345,469,764,1578,73,#N/A,0.874853132,-0.489834139,0.124785108,#N/A,#N/A,#N/A,#N/A,1.687202561,1.625318659,0.6980662,1.555012585,-0.51316817,-0.269002715,0.052055517,-0.188598642,0.130908598,0.796131275
220,Toronto,16.26027397,180,73,179.4,1.82,4.11,5.23,1.12,9.15,2.84,1320,18.08219178,346,349,566,1261,72,#N/A,-0.083600584,-0.370520316,-0.855739069,-0.829448157,0.140033464,0.168201031,0.111068296,0.840144367,0.491957086,0.201135597,0.705612905,-0.502494,-1.207536456,-0.983595041,-1.013026078,-0.06987146,0.126212153
221,Toronto,23.32328767,169,66,175.4,1.59,3.78,4.8,1.02,9.14,2.92,1415,21.43939394,346,366,705,1417,64,#N/A,-1.489332702,-0.946518082,-1.301431877,1.292138543,1.248097967,1.041708799,0.541286542,0.828697635,0.804608554,0.57285534,2.03725065,-0.502494,-1.07457751,-0.256547427,-0.607314154,-1.676111925,0.324846201
222,Toronto,22.33424658,176,72.8,181.8,1.66,3.97,5.06,1.09,9.21,3.04,1568,21.53846154,355,465,897,1717,74,#N/A,-0.5947759,-0.386977395,-0.588323384,0.646438243,0.654325518,0.513541311,0.24013377,0.908824761,1.273585757,1.171519768,2.076545917,-0.406426469,-0.300287173,0.747719781,0.172901085,0.331688656,0.800700346
223,Toronto,23.60273973,179.5,78.95,185,1.66,3.99,5.05,1.06,9.89,3.02,1588,20.1139962,514,590,1012,2116,73,#N/A,-0.147497499,0.119077785,-0.231769138,0.646438243,0.610006812,0.533855446,0.369199244,1.687202561,1.19542289,1.249776556,1.511530252,1.290766578,0.67735214,1.349233994,1.210587352,0.130908598,1.014816842
224,Toronto,24.51780822,173.5,71.1,183.6,1.71,4.06,5.17,1.11,9.13,2.97,1229,17.28551336,414,467,774,1655,68,#N/A,-0.914260472,-0.526862567,-0.387761621,0.185223743,0.39770698,0.290085836,0.154090121,0.817250903,1.000015722,-0.154932789,0.389609577,0.223349567,-0.284644944,0.104361101,0.011656602,-0.872991693,0.127122245
225,Toronto,19.6,190.5,92.3,204,1.71,4.05,5.16,1.11,9.75,3.09,1565,16.95557963,534,626,1092,2252,75,#N/A,1.258234619,1.21758781,1.885271698,0.185223743,0.445877695,0.31039997,0.154090121,1.526948308,1.468992925,1.15978125,0.258741018,1.50424998,0.958912262,1.767678663,1.564284927,0.532468714,0.838568588
226,Toronto,16.71232877,181,69.95,203,1.8,4.22,5.37,1.15,7.8,2.71,1075,15.36812009,307,403,569,1279,69,#N/A,0.044193244,-0.621490771,1.773848496,-0.644962357,-0.105467224,-0.116196847,-0.017997178,-0.7051645,-0.016101551,-0.757510057,-0.37092647,-0.918786634,-0.785196273,-0.967903365,-0.966213164,-0.672211635,-0.566142523
227,Toronto,17.67123288,181.5,67.7,184.8,1.7,4.02,5.13,1.11,9.06,3,1344,19.85228951,359,440,789,1588,73,#N/A,0.108090159,-0.80663291,-0.254053779,0.277466643,0.55913063,0.371342372,0.154090121,0.737123776,1.117260023,0.295043742,1.40772402,-0.363729789,-0.495815036,0.182819476,-0.162591468,0.130908598,0.49690146
228,Toronto,18.09589041,189,80,199.6,1.66,3.98,5.05,1.07,9.27,3.01,1583,19.7875,443,545,770,1758,72,#N/A,1.066543875,0.20547745,1.39500961,0.646438243,0.716191048,0.533855446,0.326177419,0.977505156,1.156341456,1.230212359,1.382025193,0.5329005,0.325401987,0.083438867,0.279530501,-0.06987146,0.620608967
229,Toronto,16.72876712,184,90.6,191.4,1.82,4.37,5.55,1.18,8.03,2.64,1486,16.401766,387,435,767,1589,78,#N/A,0.427574731,1.077702639,0.481339354,-0.829448157,-0.556862469,-0.481851262,-0.147062651,-0.441889656,-0.289671586,0.850666937,0.039070264,-0.064853026,-0.534920609,0.067747192,-0.15999075,1.134808889,0.018029497
230,Toronto,20.8,187.5,77.1,195.4,1.75,4.18,5.29,1.11,7.5,2.55,1015,13.16472114,397,433,640,1470,69,#N/A,0.874853132,-0.033150196,0.927032162,-0.183747857,0.053201316,0.046316226,0.154090121,-1.04856647,-0.641404488,-0.992280421,-1.244906964,0.041888676,-0.550562838,-0.596533721,-0.469476128,-0.672211635,-0.677768994
231,Toronto,18.57534247,195,98.2,198,1.76,4.28,5.47,1.19,8.63,2.62,1594,16.23217923,447,677,1115,2239,81,#N/A,1.833306849,1.703071642,1.216732487,-0.275990757,-0.278673559,-0.319338189,-0.190084476,0.244914285,-0.367834453,1.273253592,-0.028196509,0.575597181,1.357789102,1.887981506,1.5304756,1.737149063,0.63300085
232,Toronto,15.23287671,177,68.3,185.2,1.9,4.49,5.72,1.23,7.77,2.45,939,13.74816984,326,339,568,1233,68,#N/A,-0.466982071,-0.757261673,-0.209484498,-1.567391357,-0.994864607,-0.827191543,-0.362171774,-0.739504697,-1.032218823,-1.289656215,-1.013481428,-0.715977402,-1.285747601,-0.973133924,-1.085846167,-0.872991693,-0.907803105
233,Toronto,17.95616438,185,68.3,184.4,1.77,4.21,5.39,1.18,6.9,2.35,1213,17.75988287,316,383,507,1206,70,#N/A,0.55536856,-0.757261673,-0.298623059,-0.368233657,-0.110882743,-0.156825116,-0.147062651,-1.735370411,-1.423033159,-0.217538219,0.577768739,-0.822719103,-0.941618563,-1.292197985,-1.156065539,-0.471431577,-0.588384781
234,Toronto,19.93424658,185,80.45,192.6,1.81,4.37,5.59,1.22,7.38,2.44,1262,15.68676196,401,496,789,1686,80,#N/A,0.55536856,0.242505878,0.615047196,-0.737205257,-0.652096129,-0.563107799,-0.31914995,-1.185927258,-1.071300257,-0.025809089,-0.244536836,0.084585356,-0.057832624,0.182819476,0.092278844,1.536369005,-0.072984809
235,Toronto,19.70136986,202.5,102.9,211,1.9,4.56,5.82,1.26,7.87,2.61,1603,15.57823129,619,719,1061,2399,80,#N/A,2.791760565,2.089812999,2.665234111,-1.567391357,-1.32583044,-1.030332884,-0.491237248,-0.625037373,-0.406915886,1.308469147,-0.28758564,2.411554439,1.686275912,1.605531354,1.946590394,1.536369005,0.3080007
236,Toronto,22.14794521,166.5,60.25,178.6,1.89,4.61,5.88,1.27,7.11,2.31,965,16.01659751,232,277,445,954,74,#N/A,-1.808817274,-1.419659104,-0.944877631,-1.475148457,-1.575898979,-1.152217689,-0.534259072,-1.494989031,-1.579358893,-1.187922391,-0.113707221,-1.719349392,-1.770656701,-1.616492604,-1.811446339,0.331688656,-0.848134325
237,Toronto,23.13150685,188,84.4,193.4,1.64,3.93,5.02,1.09,9.48,3.07,1664,19.71563981,420,485,739,1644,72,#N/A,0.938750047,0.567533189,0.704185758,0.830924043,0.593017334,0.594797848,0.24013377,1.217886535,1.390830058,1.547152351,1.353521773,0.287394588,-0.143864883,-0.078708442,-0.01695129,-0.06987146,0.615876681
238,Toronto,23.92054795,176,88.5,183.2,1.69,3.95,5.01,1.06,9.03,2.96,1629,18.40677966,437,488,842,1767,#N/A,#N/A,-0.5947759,0.904903309,-0.432330902,0.369709543,0.568494061,0.615111982,0.369199244,0.702783579,0.960934288,1.410202971,0.834361027,0.46885548,-0.12040154,0.46003907,0.302936958,#N/A,0.613798387
239,Toronto,22.17260274,176,72.05,187,1.6,3.83,4.87,1.04,8.64,2.7,1290,17.90423317,425,555,622,1602,58,#N/A,-0.5947759,-0.448691441,-0.008922734,1.199895643,1.013514299,0.89950986,0.455242893,0.256361018,-0.055182984,0.083750415,0.635025437,0.340765439,0.403613132,-0.690683772,-0.126181423,-2.880792274,-0.243215477
240,Toronto,16.54246575,187,82.05,195.4,1.62,3.82,4.84,1.02,8.95,2.94,1525,18.58622791,425,440,894,1759,72,#N/A,0.810956218,0.37416251,0.927032162,1.015409843,1.131414651,0.960452263,0.541286542,0.61120972,0.882771421,1.003267674,0.905539362,0.340765439,-0.495815036,0.732028106,0.282131218,-0.06987146,0.537892221
241,Toronto,17.35890411,177,75.3,186.8,1.69,3.99,5.01,1.02,8.92,2.87,1379,18.31341301,471,548,787,1806,72,#N/A,-0.466982071,-0.181263907,-0.031207375,0.369709543,0.665776467,0.615111982,0.541286542,0.576869523,0.609201386,0.431993121,0.797327049,0.831777263,0.348865331,0.17235836,0.404364939,-0.06987146,0.464760407
242,Toronto,17.6,180,81.4,189,1.66,3.94,5.03,1.09,8.73,2.83,1578,19.38574939,390,464,817,1671,74,#N/A,-0.083600584,0.320677003,0.213923669,0.646438243,0.89955825,0.574483714,0.24013377,0.359381609,0.452875652,1.210648162,1.222670391,-0.032830515,-0.308108288,0.329275111,0.053268082,0.331688656,0.50829849
243,Toronto,20.96438356,175.5,71.65,193,1.77,4.05,5.08,1.03,8.73,2.9,1135,15.84089323,361,471,629,1461,62,#N/A,-0.658672814,-0.481605599,0.659616477,-0.368233657,0.631660068,0.472913043,0.498264717,0.359381609,0.726445687,-0.522739693,-0.183400507,-0.342381448,-0.253360486,-0.654069863,-0.492882586,-2.077672042,-0.384332097
244,Toronto,20.52328767,180,70.7,190.6,1.68,3.97,5.05,1.08,9.07,3.09,1415,20.01414427,379,475,716,1570,68,#N/A,-0.083600584,-0.559776725,0.392200792,0.461952443,0.978144194,0.533855446,0.283155594,0.748570509,1.468992925,0.57285534,1.47192388,-0.150246386,-0.222076028,-0.199011285,-0.209404382,-0.872991693,0.334390752
245,Toronto,22.74794521,184.2,74.8,193.6,1.82,4,5.07,1.07,9.75,3.14,1204,16.09625668,438,423,922,1783,68,#N/A,0.453133497,-0.222406605,0.726470398,-0.829448157,1.017556597,0.493227177,0.326177419,1.526948308,1.664400093,-0.252753774,-0.082110327,0.47952965,-0.628773983,0.87848374,0.344548437,-0.872991693,0.281924381
246,Toronto,18.56438356,174,83.1,181.8,1.68,4.07,5.19,1.12,9.21,3.07,1877,22.58724428,444,515,935,1894,72,#N/A,-0.850363558,0.460562175,-0.588323384,0.461952443,0.953063573,0.249457567,0.111068296,0.908824761,1.390830058,2.380587143,2.492546689,0.543574671,0.090768552,0.946480999,0.633228076,-0.06987146,0.842837127
247,Toronto,17.45205479,184,96.9,190.5,1.85,4.18,5.24,1.06,9.23,3.01,1768,18.24561404,504,515,986,2005,76,#N/A,0.427574731,1.596100628,0.381058472,-1.106176857,0.775827189,0.147886897,0.369199244,0.931718226,1.156341456,1.954087648,0.770434513,1.184024877,0.090768552,1.213239476,0.921907714,0.733248772,0.701039224
248,Toronto,24.99726027,191.5,93.75,197.2,1.93,4.62,5.89,1.27,6.86,2.26,1315,14.02666667,391,509,750,1650,80,#N/A,1.386028448,1.336901633,1.127593925,-1.844120057,-0.501612407,-1.172531823,-0.534259072,-1.78115734,-1.774766061,0.1815714,-0.90301537,-0.022156345,0.043841865,-0.0211723,-0.001346985,1.536369005,-0.464336503
249,Toronto,17.55068493,177.5,76.85,177.2,1.84,4.32,5.52,1.2,7.53,2.46,1186,15.43266103,332,377,659,1368,69,#N/A,-0.403085157,-0.053721545,-1.100870113,-1.013933957,0.334408271,-0.42090886,-0.2331063,-1.014226273,-0.99313739,-0.323184883,-0.345326237,-0.651932381,-0.98854525,-0.497153112,-0.73474931,-0.672211635,-0.637484463
250,Toronto,20.38082192,191.5,93.75,197.2,1.93,4.62,5.89,1.27,6.86,2.26,1315,14.02666667,391,509,750,1650,80,#N/A,1.386028448,1.336901633,1.127593925,-1.844120057,-0.501612407,-1.172531823,-0.534259072,-1.78115734,-1.774766061,0.1815714,-0.90301537,-0.022156345,0.043841865,-0.0211723,-0.001346985,1.536369005,-0.464336503
251,Toronto,15.32328767,177.5,76.85,177.2,1.84,4.32,5.52,1.2,7.53,2.46,1186,15.43266103,332,377,659,1368,69,#N/A,-0.403085157,-0.053721545,-1.100870113,-1.013933957,0,-0.42090886,-0.2331063,-1.014226273,-0.99313739,-0.323184883,-0.345326237,-0.651932381,-0.98854525,-0.497153112,-0.73474931,-0.672211635,-0.637484463
252,Quebec,21.5,163.7,61.3,165.1,1.73,4.08,5.16,1.08,7.68,2.42,980,15.98694943,354,460,606,1420,64,#N/A,-0.606356079,-0.046307191,-0.710973903,1.188999307,2.078515221,2.196770649,1.831577522,1.432077648,1.08303904,0.884140785,1.520152968,2.263594025,2.52504258,1.052048742,1.929221263,0.04684094,1.425012694
253,AB,24,168,63.6,181.5,1.78,4.16,5.26,1.1,8.35,2.71,927,14.5754717,300,398,562,1260,62,#N/A,-0.036803768,0.224832586,1.077012392,0.836832357,1.787703048,1.926686856,1.679946924,2.366858149,2.379145822,0.564453824,0.745822537,1.300069338,1.676473248,0.67582724,1.218627953,-0.391067385,1.173385622
254,BC,15,172,66.9,172.5,1.63,4.14,5.29,1.15,6.93,2.17,786,11.74887892,185,267,314,766,68,#N/A,0.493012336,0.613859224,0.095800401,1.893333208,1.860406091,1.845661718,1.300870429,0.385681566,-0.034294392,-0.286034131,-0.804833738,-0.751881384,-0.116471629,-1.444693955,-0.975328894,0.922657591,0.274767649
255,AB,21.4,165.5,60,167.5,1.71,4.17,5.36,1.19,8.12,2.6,1020,17,326,303,717,1346,63,#N/A,-0.367938833,-0.309005087,-0.449317372,1.329866087,1.751351526,1.656603064,0.997609232,2.04596335,1.887519112,1.125413964,2.075908024,1.763988632,0.376246047,2.001152987,1.600571857,-0.172113222,1.441386614
256,Toronto,19.29863014,162,66.5,162.2,1.82,4.36,5.37,1.01,7.16,2.33,1230,18.4962406,224,303,516,1043,61,#N/A,-0.831527923,0.323751743,-1.027142212,0.555098797,1.060672616,1.629594684,2.362284616,0.706576365,0.680799004,2.392098151,2.89673899,-0.056002443,0.376246047,0.28250476,0.254885775,-0.610021548,0.975554853
257,AB,15.2,158,53,162,1.76,4.2,5.38,1.18,6.92,2.22,749,14.13207547,225,233,397,855,58,#N/A,-1.361344027,-1.024768128,-1.048946923,0.977699137,1.642296961,1.602586305,1.073424532,0.371729618,0.189172294,-0.509211821,0.502577331,-0.038159394,-0.581816101,-0.735003394,-0.580061365,-1.266884035,0.125989571
258,Toronto,14.54520548,169,53.45,171.8,1.78,4.24,5.4,1.16,7.78,2.54,916,17.13751169,235,207,357,799,58,#N/A,0.095650258,-0.946629278,0.019483912,0.836832357,1.496890875,1.548569547,1.22505513,1.571597126,1.619359088,0.498103699,2.15134633,0.140271104,-0.937667756,-1.077022942,-0.828769024,-1.266884035,0.635171989
259,AB,14.5,164,51.1,162,1.78,4.26,5.43,1.17,7.03,2.21,762,14.91193738,155,195,397,747,63,#N/A,-0.566619871,-1.248753162,-1.048946923,0.836832357,1.424187832,1.467544409,1.149239831,0.525201044,0.144478957,-0.430798038,0.930406119,-1.287172876,-1.101906981,-0.735003394,-1.05971185,-0.172113222,0.3382653
260,BC,15,165.5,54.2,163.5,1.64,4.25,5.44,1.19,6.94,2.22,759,14.00369004,223,231,372,826,67,#N/A,-0.367938833,-0.883303897,-0.885411591,1.822899818,1.460539353,1.44053603,0.997609232,0.399633514,0.189172294,-0.448893526,0.432145651,-0.073845493,-0.609189305,-0.948765611,-0.708856403,0.703703428,0.453432444
261,AB,25.1,177.5,70.5,180,1.8,4.27,5.44,1.17,7.63,2.5,1030,14.60992908,286,230,479,995,74,#N/A,1.221509478,0.713140562,0.91347706,0.695965577,1.38783631,1.44053603,1.149239831,1.36231791,1.440585739,1.185732258,0.764725703,1.050266641,-0.622875907,-0.033863322,0.041707782,2.236382567,1.169133998
262,AB,17.2,166.5,66.4,172,1.79,4.28,5.44,1.16,7.1,2.37,994,14.96987952,191,259,417,867,64,#N/A,-0.235484807,0.314017023,0.041288623,0.766398967,1.351484788,1.44053603,1.22505513,0.622864678,0.859572354,0.968586398,0.96219292,-0.644823085,-0.225964446,-0.56399362,-0.526766867,0.04684094,0.50913354
263,Quebec,0,163.5,64.8,159.7,1.82,4.26,5.47,1.21,7.12,2.22,1001,15.44753086,284,294,605,1183,64,#N/A,-0.632846884,0.158261495,-1.299701098,0.555098797,1.424187832,1.359510892,0.845978634,0.650768574,0.189172294,1.010809204,1.224230333,1.014580542,0.253066628,1.043498253,0.876654922,0.04684094,0.831601132
264,ATLANTIC,16.4,166.8,65.6,165,1.81,4.3,5.48,1.18,7.76,2.46,992,15.12195122,255,305,487,1047,62,#N/A,-0.195748599,0.236139259,-0.721876259,0.625532187,1.278781745,1.332502513,1.073424532,1.543693231,1.261812389,0.956522739,1.045618782,0.497132099,0.403619252,0.034540588,0.272650608,-0.391067385,0.76067955
265,Quebec,15.2,174,61.9,182.3,1.8,4.29,5.48,1.19,8.14,2.65,1022,16.51050081,246,326,622,1194,62,#N/A,0.757920388,-0.124045398,1.164231236,0.695965577,1.315133267,1.332502513,0.997609232,2.073867246,2.110985798,1.137477623,1.807370935,0.336544651,0.691037896,1.188856561,0.925508212,-0.391067385,1.149636304
266,Toronto,16.43287671,172.5,64.8,185.2,1.77,4.28,5.49,1.21,7.59,2.52,987,15.23148148,309,372,589,1270,61,#N/A,0.559239349,0.158261495,1.480399544,0.907265747,1.351484788,1.305494133,0.845978634,1.306510119,1.529972413,0.926363591,1.105706598,1.460656786,1.320621593,0.906690434,1.263040035,-0.610021548,0.874145867
267,BC,22,172.5,66.9,180.5,1.67,4.28,5.5,1.22,7.37,2.45,949,14.18535127,226,220,362,808,65,#N/A,0.559239349,0.613859224,0.967988838,1.611599648,1.351484788,1.278485754,0.770163335,0.999567268,1.217119052,0.697154072,0.531804199,-0.020316344,-0.759741928,-1.034270498,-0.78879815,0.265795103,0.457370835
268,ATLANTIC,20.8,167.5,64,170.9,1.82,4.33,5.5,1.17,7.87,2.48,1067,16.671875,291,374,555,1220,66,#N/A,-0.103030781,0.080383731,-0.078637287,0.555098797,1.16972718,1.278485754,1.149239831,1.697164656,1.351199064,1.408909948,1.895900102,1.13948189,1.347994798,0.615973819,1.040979625,0.484749266,1.279455881
269,AB,25.2,162,67.2,166.5,1.81,4.31,5.51,1.2,7.8,2.44,993,14.77678571,287,366,651,1304,72,#N/A,-0.831527923,0.391894786,-0.558340927,0.625532187,1.242430224,1.251477375,0.921793933,1.599501022,1.172425715,0.962554568,0.856262515,1.068109691,1.238501981,1.436820733,1.414041113,1.798474241,1.383951253
270,Toronto,25.04657534,173,65.8,176.4,1.8,4.34,5.51,1.17,7.18,2.29,1028,15.6231003,232,274,547,1053,62,#N/A,0.625466362,0.2556087,0.520992264,0.695965577,1.133375659,1.251477375,1.149239831,0.73448026,0.502025655,1.173668599,1.32054695,0.086741955,-0.020665414,0.547569909,0.299297857,-0.391067385,0.642947011
271,AB,18,169,59.9,178.5,1.88,4.35,5.52,1.17,7.43,2.4,922,15.39232053,250,293,517,1060,66,#N/A,0.095650258,-0.318739808,0.749941728,0.132498457,1.097024137,1.224468996,1.149239831,1.083278954,0.993652366,0.534294676,1.19394219,0.40791685,0.239380026,0.291055249,0.330386314,0.484749266,0.863365144
272,Quebec,19.2,178.3,66.8,191.8,1.84,4.32,5.52,1.2,7.54,2.58,841,12.58982036,253,308,674,1235,56,#N/A,1.327472699,0.352955904,2.199955005,0.414232017,1.206078702,1.224468996,0.921793933,1.23675038,1.798132437,0.04571649,-0.343496992,0.461446,0.444679058,1.633481973,1.107597748,-1.704792361,0.304105554
273,ATLANTIC,24.2,168.5,66,177.4,1.85,4.35,5.53,1.18,7.43,2.56,987,14.95454545,315,386,511,1212,69,#N/A,0.029423245,0.275078141,0.630015818,0.343798627,1.097024137,1.197460616,1.073424532,1.083278954,1.708745762,0.926363591,0.953780721,1.567715084,1.512234023,0.239752317,1.005449959,1.141611753,1.076316401
274,Quebec,14.6,152.6,49.5,152.7,1.8,4.33,5.53,1.2,6.86,2.18,583,11.77777778,201,222,423,846,58,#N/A,-2.076595767,-1.331150736,-2.062865981,0.695965577,1.16972718,1.197460616,0.921793933,0.288017932,0.010398945,-1.510495512,-0.788979955,-0.466392588,-0.732368724,-0.512690688,-0.620032239,-1.266884035,-0.238083536
275,BC,17,171,66.3,173.5,1.7,4.3,5.54,1.24,7.35,2.42,741,11.17647059,226,305,598,1129,63,#N/A,0.36055831,0.304282302,0.204823955,1.400299477,1.278781745,1.170452237,0.618532737,0.971663372,1.08303904,-0.557466457,-1.118854415,-0.020316344,0.403619252,0.983644833,0.63682968,-0.172113222,0.29759553
276,Toronto,17.83561644,171,63.8,175.2,1.83,4.38,5.54,1.16,7.61,2.48,944,14.79623824,237,278,562,1077,60,#N/A,0.36055831,0.06091429,0.390163998,0.484665407,0.987969572,1.170452237,1.22505513,1.334414014,1.351199064,0.666994924,0.866934087,0.175957204,0.034080994,0.67582724,0.405886854,-0.82897571,0.589742296
277,BC,20,158,51.3,161.5,1.7,4.24,5.56,1.32,7.44,2.36,820,15.98440546,143,236,469,848,62,#N/A,-1.361344027,-1.155925768,-1.1034587,1.400299477,1.496890875,1.116435479,0.012010344,1.097230902,0.814879016,-0.080951929,1.518757357,-1.501289473,-0.540756295,-0.119368208,-0.611149822,-0.391067385,0.546041306
278,BC,16,165,51.9,171.5,1.68,4.35,5.56,1.21,6.9,2.54,765,14.73988439,147,220,442,809,64,#N/A,-0.434165846,-1.097517445,-0.013223154,1.541166258,1.097024137,1.116435479,0.845978634,0.343825723,1.619359088,-0.41270255,0.836018613,-1.429917274,-0.759741928,-0.350231403,-0.784356942,0.04684094,0.311752763
279,AB,17.1,#N/A,70.1,181.5,1.84,4.34,5.56,1.22,7.09,2.29,982,14.0085592,231,250,358,839,58,#N/A,#N/A,0.67420168,1.077012392,0.414232017,1.133375659,1.116435479,0.770163335,0.60891273,0.502025655,0.896204444,0.434816853,0.068898905,-0.349143865,-1.068472453,-0.651120696,-1.266884035,0.048432066
280,Toronto,16.17808219,169,61.9,168.6,1.77,4.34,5.57,1.23,6.76,2.22,891,14.39418417,206,273,370,849,66,#N/A,0.095650258,-0.124045398,-0.329391462,0.907265747,1.133375659,1.089427099,0.694348036,0.148498454,0.189172294,0.347307963,0.646369001,-0.377177339,-0.034352016,-0.965866589,-0.606708614,0.484749266,0.352467041
281,BC,18,172,66.5,176.5,1.73,4.32,5.58,1.26,7.68,2.34,1018,15.30827068,210,318,645,1173,66,#N/A,0.493012336,0.323751743,0.531894619,1.188999307,1.206078702,1.06241872,0.466902139,1.432077648,0.725492342,1.113350305,1.147832811,-0.30580514,0.581545079,1.385517801,0.83224284,0.484749266,0.991864257
282,ATLANTIC,19.2,163.6,53.9,173,1.77,4.35,5.58,1.23,7.34,2.23,813,15.08348794,220,286,471,977,60,#N/A,-0.619601482,-0.902823036,0.150312178,0.907265747,1.097024137,1.06241872,0.694348036,0.957711424,0.233865631,-0.123174735,1.024517998,-0.127374642,0.143573811,-0.102267231,-0.038233966,-0.82897571,0.435487693
283,Toronto,14.08767123,171,51.85,177.6,1.84,4.37,5.6,1.23,7.71,2.56,927,17.87849566,216,242,532,990,58,#N/A,0.36055831,-1.102384805,0.651820529,0.414232017,1.024321094,1.008401962,0.694348036,1.473933492,1.708745762,0.564453824,2.557846852,-0.198746841,-0.458636682,0.419312579,0.019501741,-1.266884035,0.758560002
284,Toronto,20.76986301,168,59.3,174,1.86,4.4,5.61,1.21,6.98,2.46,818,13.79426644,252,264,436,952,64,#N/A,-0.036803768,-0.377148131,0.259335733,0.273365237,0.915266529,0.981393582,0.845978634,0.455441305,1.261812389,-0.093015588,0.317256794,0.44360295,-0.157531435,-0.401534335,-0.14926417,0.04684094,0.33033369
285,AB,18.5,177.5,66.4,176.5,1.97,4.47,5.62,1.15,7.5,2.54,1040,15.6626506,216,321,493,1030,64,#N/A,1.221509478,0.314017023,0.531894619,-0.501402054,0.660805878,0.954385203,1.300870429,1.180942589,1.619359088,1.246050553,1.342244068,-0.198746841,0.622604885,0.08584352,0.197150069,0.04684094,0.744312574
286,ATLANTIC,18,161.9,73.4,162.2,1.84,4.34,5.62,1.28,7.25,2.22,1089,14.83651226,317,407,615,1339,62,#N/A,-0.844773326,0.995447455,-1.027142212,0.414232017,1.133375659,0.954385203,0.315271541,0.832143894,0.189172294,1.541610197,0.889028234,1.603401184,1.799652667,1.12900314,1.5694834,-0.391067385,0.770794669
287,Toronto,23.76438356,172,78.5,176.4,1.86,4.42,5.63,1.21,7.91,2.55,1293,16.47133758,297,348,657,1302,70,#N/A,0.493012336,1.491918199,0.520992264,0.273365237,0.842563486,0.927376824,0.845978634,1.752972447,1.664052425,2.772103407,1.785886162,1.246540189,0.992143143,1.488123665,1.405158697,1.360565916,1.446392009
288,ATLANTIC,18.1,172.3,68.5,179.1,1.87,4.41,5.64,1.23,8.12,2.6,1075,15.69343066,317,420,713,1450,60,#N/A,0.532748543,0.518446152,0.815355861,0.202931847,0.878915008,0.900368445,0.694348036,2.04596335,1.887519112,1.457164584,1.35912987,1.603401184,1.977578495,1.966951032,2.062457509,-0.82897571,1.107788693
289,Toronto,16.16986301,160.5,56.5,164.2,1.83,4.38,5.64,1.26,6.99,2.35,888,15.71681416,211,226,507,944,61,#N/A,-1.030208962,-0.649720304,-0.809095103,0.484665407,0.987969572,0.900368445,0.466902139,0.469393253,0.770185679,0.329212474,1.371957956,-0.28796209,-0.677622316,0.205550362,-0.184793836,-0.610021548,0.389380854
290,AB,17.9,170.5,59.8,173.5,1.93,4.45,5.65,1.2,7.17,2.28,779,13.02675585,228,298,535,1061,#N/A,#N/A,0.294331297,-0.328474528,0.204823955,-0.219668494,0.733508921,0.873360066,0.921793933,0.720528312,0.457332318,-0.328256937,-0.103796115,0.015369756,0.307813037,0.444964045,0.334827523,-13.96622547,-2.428261137
291,BC,14,160.5,72,162,1.72,4.34,5.66,1.32,6.6,2.11,971,13.48611111,280,268,517,1065,65,#N/A,-1.030208962,0.859161369,-1.048946923,1.259432697,1.133375659,0.846351686,0.012010344,-0.07473271,-0.302454416,0.82985432,0.148204145,0.943208343,-0.102785027,0.291055249,0.352592355,0.265795103,0.307642116
292,AB,21.7,175.5,64.4,180,1.85,4.46,5.66,1.2,7.02,2.4,980,15.2173913,285,306,561,1152,72,#N/A,0.956601426,0.119322613,0.91347706,0.343798627,0.6971574,0.846351686,0.921793933,0.511249096,0.993652366,0.884140785,1.09797679,1.032423592,0.417305854,0.667276751,0.738977468,1.798474241,0.998605856
293,Toronto,24.48767123,158,53.9,161.4,1.79,4.42,5.66,1.24,6.72,2.19,920,17.06864564,199,209,438,846,60,#N/A,-1.361344027,-0.902823036,-1.114361055,0.766398967,0.842563486,0.846351686,0.618532737,0.092690663,0.055092282,0.522231017,2.113566718,-0.502078687,-0.910294552,-0.384433358,-0.620032239,-0.82897571,0.320720224
